Subject,True Label,Predicted Label
2138,0,0
2139,0,0
2140,0,0
2141,0,0
2142,0,0
2143,0,0
2144,0,0
2145,0,0
2146,0,0
2147,0,0
2148,0,0
2149,0,0
2150,0,0
2151,0,0
2152,0,0
2153,1,1
2154,1,1
2155,0,1
2156,0,0
2157,0,1
2158,0,0
2159,0,0
2160,0,2
2161,0,2
2162,0,2
2163,0,1
2164,0,0
2165,0,0
2166,0,0
2167,2,1
2168,0,0
2169,0,0
2170,0,0
2171,0,0
2172,0,1
2173,0,0
2174,1,1
2175,1,1
2176,0,0
2177,0,0
2178,0,0
2179,1,0
2180,0,0
2181,0,0
2182,0,0
2183,0,0
2184,0,0
2185,0,0
2186,0,0
2187,0,0
2188,0,0
2189,0,0
2190,0,0
2191,0,0
2192,0,0
2193,0,0
2194,0,0
2195,0,0
2196,0,0
2197,0,0
2198,0,0
2199,0,0
2200,0,0
2201,0,1
2202,0,0
2203,0,0
2204,2,2
2205,1,0
2206,0,1
2207,1,1
2208,1,1
2209,0,0
2210,0,0
2211,0,0
2212,1,0
2213,0,0
2214,0,0
2215,1,1
2216,0,0
2217,0,0
2218,0,0
2219,0,0
2220,2,2
2221,1,1
2222,0,0
2223,2,2
2224,0,0
2225,1,1
2226,0,1
2227,0,0
2228,1,0
2229,0,0
2230,1,2
2231,0,0
2232,0,0
2233,1,1
2234,0,0
2235,2,2
2236,0,1
2237,1,1
2238,0,0
2239,1,0
2240,0,0
2241,0,0
2242,0,0
2243,0,0
2244,0,0
2245,0,0
2246,1,0
2247,1,0
2248,1,1
2249,1,2
2250,0,0
2251,2,1
2252,0,0
2253,0,0
2254,0,1
2255,0,0
2256,1,0
2257,1,0
2258,0,1
2259,0,0
2260,0,0
2261,0,0
2262,0,0
2263,0,0
2264,0,0
2265,0,0
2266,0,0
2267,0,0
2268,1,1
2269,1,1
2270,0,0
2271,0,0
2272,0,0
2273,0,0
2274,1,0
2275,0,0
2276,0,0
2277,0,0
2278,0,0
2279,0,0
2280,1,2
2281,2,1
2282,0,0
2283,1,1
2284,0,0
2285,0,0
2286,0,0
2287,0,0
2288,1,0
2289,0,0
2290,2,1
2291,2,2
2292,0,0
2293,0,0
2294,1,1
2295,1,1
2296,0,0
2297,1,0
2298,0,0
2299,0,0
2300,1,1
2301,0,1
2302,0,0
2303,0,0
2304,0,0
2305,0,0
2306,1,0
2307,0,0
2308,0,0
2309,0,0
2310,0,0
2311,0,0
2312,1,1
2313,1,0
2314,0,0
2315,0,0
2316,1,1
2317,0,0
2318,1,0
2319,2,1
2320,0,1
2321,0,0
2322,0,0
2323,0,0
2324,0,0
2325,1,1
2326,0,0
2327,0,0
2328,0,0
2329,0,0
2330,0,0
2331,0,0
2332,0,0
2333,0,0
2334,0,0
2335,1,1
2336,0,0
2337,0,1
2338,2,2
2339,0,0
2340,1,1
2341,0,0
2342,0,0
2343,0,0
2344,0,0
2345,0,0
2346,0,0
2347,0,1
2348,0,0
2349,0,1
2350,1,1
2351,0,1
2352,0,0
2353,0,0
2354,0,0
2355,0,0
2356,1,1
2357,0,0
2358,1,0
2359,0,0
2360,0,0
2361,1,1
2362,0,0
2363,0,1
2364,0,0
2365,0,0
2366,0,1
2367,0,0
2368,0,0
2369,0,0
2370,1,1
2371,2,2
2372,0,0
2373,0,0
2374,0,0
2375,0,0
2376,0,1
2377,0,1
2378,0,0
2379,0,0
2380,0,0
2381,0,0
2382,0,0
2383,1,1
2384,0,0
2385,0,0
2386,0,0
2387,0,0
2388,0,0
2389,0,0
2390,0,1
2391,0,0
2392,0,0
2393,1,1
2394,0,0
2395,0,1
2396,0,0
2397,0,0
2398,0,0
2399,1,0
2400,2,2
2401,0,0
2402,0,0
2403,0,0
2404,0,0
2405,0,0
2406,0,0
2407,0,0
2408,0,0
2409,0,0
2410,1,2
2411,0,1
2412,1,0
2413,1,0
2414,0,0
2415,0,0
2416,0,0
2417,0,1
2418,0,0
2419,0,0
2420,0,0
2421,0,0
2422,0,0
2423,0,0
2424,2,2
2425,1,1
2426,1,2
2427,0,0
2428,0,0
2429,0,0
2430,0,0
2431,0,0
2432,0,0
2433,0,0
2434,1,1
2435,0,0
2436,0,0
2437,0,0
2438,0,0
2439,0,0
2440,0,0
2441,0,0
2442,0,0
2443,0,1
2444,0,0
2445,0,0
2446,0,1
2447,0,0
2448,0,1
2449,0,0
2450,0,0
2451,0,0
2452,1,2
2453,0,1
2454,0,0
2455,0,0
2456,0,0
2457,1,1
2458,1,2
2459,0,0
2460,0,0
2461,0,0
2462,1,0
2463,1,0
2464,0,0
2465,0,1
2466,0,0
2467,0,0
2468,0,0
2469,1,0
2470,0,0
2471,0,0
2472,0,0
2473,0,0
2474,0,0
2475,0,0
2476,0,0
2477,0,0
2478,0,0
2479,1,1
2480,0,0
2481,0,0
2482,0,0
2483,0,0
2484,0,0
2485,0,0
2486,0,0
2487,1,1
2488,0,0
2489,0,0
2490,0,0
2491,0,0
2492,0,0
2493,1,0
2494,0,0
2495,0,0
2496,0,0
2497,0,0
2498,0,0
2499,0,0
2500,0,0
2501,0,0
2502,2,2
2503,0,0
2504,0,0
2505,0,0
2506,0,0
2507,0,0
2508,1,1
2509,0,0
2510,0,0
2511,0,0
2512,0,0
2513,0,0
2514,0,0
2515,0,0
2516,0,0
2517,0,0
2518,0,0
2519,0,0
2520,0,1
2521,0,0
2522,0,0
2523,0,0
2524,0,0
2525,0,1
2526,0,1
2527,0,0
2528,0,0
2529,2,2
2530,0,0
2531,0,0
2532,0,0
2533,0,0
2534,1,1
2535,0,0
2536,0,0
2537,0,1
2538,2,2
2539,0,0
2540,0,0
2541,0,0
2542,0,0
2543,0,0
2544,0,0
2545,0,0
2546,0,0
2547,1,1
2548,1,1
2549,0,1
2550,0,0
2551,0,0
2552,0,0
2553,0,1
2554,0,0
2555,0,0
2556,0,0
2557,0,0
2558,0,0
2559,0,1
2560,0,0
2561,0,0
2562,0,0
2563,0,0
2564,0,0
2565,1,0
2566,0,0
2567,0,0
2568,0,0
2569,1,1
2570,0,0
2571,0,0
2572,0,0
2573,0,0
2574,0,0
2575,1,1
2576,0,0
2577,0,0
2578,0,0
2579,0,0
2580,0,0
2581,0,0
2582,0,0
2583,1,0
2584,0,0
2585,0,0
2586,0,0
2587,0,0
2588,0,0
2589,0,0
2590,0,0
2591,0,0
2592,0,0
2593,1,0
2594,0,0
2595,0,0
2596,0,0
2597,0,0
2598,0,0
2599,0,0
2600,1,2
2601,0,1
2602,1,1
2603,0,0
2604,0,0
2605,0,0
2606,0,0
2607,0,0
2608,0,0
2609,1,1
2610,0,0
2611,0,0
2612,0,0
2613,0,0
2614,1,1
2615,0,0
2616,0,0
2617,0,0
2618,0,0
2619,0,0
2620,1,0
2621,2,1
2622,0,0
2623,0,0
2624,0,0
2625,0,0
2626,0,0
2627,0,0
2628,1,0
2629,0,0
2630,0,0
2631,0,0
2632,1,1
2633,0,0
2634,0,0
2635,0,0
2636,0,0
2637,0,0
2638,2,2
2639,0,0
2640,0,0
2641,0,0
2642,0,0
2643,0,0
2644,0,0
2645,0,0
2646,2,2
2647,0,0
2648,2,1
2649,0,0
2650,0,0
2651,0,0
2652,0,0
2653,0,0
2654,0,0
2655,1,1
2656,0,0
2657,0,0
2658,0,0
2659,0,0
2660,0,0
2661,0,0
2662,0,0
2663,0,0
2664,0,0
2665,1,0
2666,1,1
2667,0,0
2668,0,0
2669,1,1
2670,1,0
2671,0,1
2672,1,0
2673,2,2
2674,0,1
2675,1,0
2676,0,1
2677,0,0
2678,0,1
2679,0,1
2680,0,0
2681,0,0
2682,2,2
2683,0,0
2684,0,0
2685,0,0
2686,0,0
2687,0,0
2688,1,0
2689,1,0
2690,0,0
2691,0,0
2692,1,0
2693,0,0
2694,0,0
2695,1,0
2696,1,1
2697,0,0
2698,1,1
2699,1,1
2700,0,0
2701,0,0
2702,0,0
2703,0,0
2704,0,0
2705,0,0
2706,0,0
2707,0,0
2708,0,0
2709,1,1
2710,0,0
2711,0,0
2712,0,0
2713,1,1
2714,0,0
2715,0,0
2716,0,0
2717,1,1
2718,0,0
2719,0,1
2720,0,0
2721,0,1
2722,1,0
2723,1,1
2724,0,2
2725,0,0
2726,0,0
2727,0,0
2728,0,0
2729,0,0
2730,1,1
2731,0,0
2732,1,2
2733,0,0
2734,0,0
2735,0,1
2736,0,0
2737,0,0
2738,0,0
2739,0,0
2740,0,0
2741,0,1
2742,0,0
2743,0,0
2744,0,0
2745,1,1
2746,0,0
2747,2,2
2748,0,0
2749,0,0
2750,0,0
2751,0,0
2752,1,1
2753,0,1
2754,0,0
2755,1,1
2756,0,0
2757,0,0
2758,0,0
2759,0,0
2760,0,1
2761,0,0
2762,1,1
2763,0,1
2764,0,2
2765,0,2
2766,2,2
2767,0,0
2768,0,0
2769,0,0
2770,0,0
2771,0,0
2772,0,0
2773,1,1
2774,0,0
2775,0,0
2776,0,0
2777,1,1
2778,0,0
2779,1,0
2780,2,2
2781,0,0
2782,0,0
2783,2,1
2784,0,0
2785,1,1
2786,0,0
2787,0,0
2788,0,1
2789,1,1
2790,0,0
2791,1,0
2792,1,1
2793,0,0
2794,0,0
2795,0,0
2796,0,0
2797,1,1
2798,2,2
2799,1,1
2800,1,1
2801,1,1
2802,1,0
2803,0,0
2804,0,0
2805,0,0
2806,0,1
2807,0,2
2808,0,1
2809,0,0
2810,0,0
2811,0,0
2812,0,0
2813,0,0
2814,0,0
2815,0,0
2816,0,1
2817,0,0
2818,0,0
2819,0,0
2820,1,1
2821,0,1
2822,0,0
2823,0,0
2824,0,0
2825,0,0
2826,0,0
2827,1,0
2828,0,0
2829,0,0
2830,0,0
2831,0,0
2832,0,0
2833,0,0
2834,0,0
2835,1,1
2836,0,1
2837,0,0
2838,2,2
2839,0,1
2840,0,0
2841,1,1
2842,1,1
2843,0,0
2844,0,0
2845,0,0
2846,0,0
2847,1,0
2848,0,0
2849,0,0
2850,0,0
2851,0,1
2852,0,0
2853,0,0
2854,0,0
2855,0,0
2856,0,0
2857,0,0
2858,0,0
2859,0,0
2860,1,1
2861,0,0
2862,0,0
2863,0,0
2864,0,0
2865,0,0
2866,0,0
2867,0,0
2868,0,1
2869,0,1
2870,0,0
2871,0,0
2872,0,1
2873,0,0
2874,1,1
2875,1,1
2876,0,0
2877,0,0
2878,0,2
2879,0,1
2880,1,2
2881,0,1
2882,1,1
2883,1,1
2884,1,1
2885,1,1
2886,2,1
2887,0,0
2888,0,0
2889,0,0
2890,0,0
2891,0,0
2892,0,0
2893,0,0
2894,1,0
2895,0,1
2896,1,0
2897,0,0
2898,1,2
2899,1,0
2900,1,0
2901,1,1
2902,0,0
2903,0,0
2904,0,0
2905,1,0
2906,0,0
2907,0,0
2908,0,0
2909,0,0
2910,0,0
2911,0,0
2912,1,1
2913,0,0
2914,0,0
2915,0,0
2916,0,0
2917,0,2
2918,0,1
2919,0,0
2920,0,0
2921,0,0
2922,0,0
2923,0,0
2924,1,1
2925,0,0
2926,0,0
2927,0,0
2928,0,0
2929,0,0
2930,0,0
2931,0,0
2932,0,0
2933,0,0
2934,0,0
2935,0,0
2936,0,0
2937,1,1
2938,1,1
2939,1,1
2940,0,0
2941,2,1
2942,0,0
2943,1,0
2944,0,0
2945,0,0
2946,0,0
2947,0,0
2948,0,0
2949,0,0
2950,0,0
2951,1,0
2952,0,0
2953,0,0
2954,0,0
2955,1,1
2956,0,0
2957,1,1
2958,0,0
2959,1,0
2960,0,0
2961,1,1
2962,0,1
2963,0,0
2964,0,0
2965,0,0
2966,0,0
2967,0,0
2968,0,0
2969,0,0
2970,0,0
2971,0,0
2972,0,0
2973,1,2
2974,0,1
2975,1,0
2976,0,0
2977,0,0
2978,0,0
2979,0,0
2980,1,1
2981,0,0
2982,0,0
2983,0,0
2984,1,0
2985,0,0
2986,0,0
2987,0,0
2988,0,0
2989,0,0
2990,0,0
2991,0,0
2992,1,1
2993,0,0
2994,0,0
2995,0,1
2996,0,1
2997,0,0
2998,0,0
2999,0,0
3000,0,0
3001,1,1
3002,2,2
3003,0,1
3004,0,0
3005,0,0
3006,1,2
3007,0,0
3008,0,1
3009,0,0
3010,0,0
3011,0,0
3012,1,0
3013,0,0
3014,0,0
3015,0,1
3016,0,0
3017,0,0
3018,0,0
3019,0,0
3020,0,0
3021,0,0
3022,1,2
3023,1,1
3024,0,0
3025,1,1
3026,0,0
3027,0,0
3028,0,0
3029,0,0
3030,0,0
3031,0,0
3032,0,0
3033,0,0
3034,1,0
3035,0,0
3036,0,0
3037,1,0
3038,0,0
3039,0,0
3040,0,0
3041,0,0
3042,1,0
3043,0,0
3044,1,0
3045,1,0
3046,0,0
3047,1,1
3048,0,0
3049,0,0
3050,0,0
3051,0,0
3052,0,0
3053,0,0
3054,1,1
3055,0,0
3056,0,0
3057,0,0
3058,0,1
3059,0,0
3060,0,0
3061,0,0
3062,0,0
3063,0,0
3064,0,0
3065,0,0
3066,0,0
3067,0,0
3068,0,0
3069,0,0
3070,1,0
3071,0,0
3072,0,0
3073,0,0
3074,0,0
3075,1,1
3076,1,2
3077,0,0
3078,0,0
3079,0,0
3080,0,0
3081,0,0
3082,1,0
3083,1,0
3084,0,0
3085,1,1
3086,0,1
3087,1,0
3088,0,0
3089,0,0
3090,0,0
3091,0,0
3092,0,0
3093,0,0
3094,0,0
3095,2,1
3096,0,1
3097,2,1
3098,0,0
3099,0,0
3100,0,0
3101,0,0
3102,0,0
3103,0,0
3104,0,0
3105,0,0
3106,0,0
3107,0,1
3108,0,0
3109,1,1
3110,0,0
3111,0,0
3112,0,0
3113,1,0
3114,0,0
3115,0,0
3116,1,0
3117,1,0
3118,0,0
3119,0,0
3120,0,0
3121,0,0
3122,0,0
3123,1,0
3124,0,0
3125,0,0
3126,0,0
3127,0,0
3128,0,0
3129,0,0
3130,0,0
3131,0,0
3132,1,1
3133,0,0
3134,0,0
3135,0,0
3136,1,1
3137,0,0
3138,0,0
3139,0,0
3140,0,0
3141,1,2
3142,1,1
3143,2,2
3144,0,0
3145,0,0
3146,0,0
3147,0,0
3148,0,0
3149,0,0
3150,1,2
3151,0,0
3152,0,1
3153,0,0
3154,0,0
3155,0,0
3156,0,0
3157,0,0
3158,0,0
3159,0,2
3160,1,0
3161,0,0
3162,0,1
3163,1,2
3164,0,0
3165,1,1
3166,0,0
3167,0,0
3168,0,0
3169,1,1
3170,0,0
3171,0,0
3172,0,0
3173,0,0
3174,1,0
3175,1,0
3176,0,0
3177,0,0
3178,0,0
3179,1,1
3180,0,0
3181,0,0
3182,0,0
3183,0,0
3184,1,0
3185,0,0
3186,0,0
3187,0,0
3188,0,0
3189,0,0
3190,0,0
3191,0,0
3192,0,0
3193,0,0
3194,0,0
3195,0,0
3196,0,0
3197,0,0
3198,0,0
3199,0,0
3200,0,0
3201,1,0
3202,0,1
3203,0,0
3204,0,0
3205,0,0
3206,0,0
3207,0,0
3208,0,0
3209,0,0
3210,0,1
3211,0,0
3212,0,0
3213,0,0
3214,0,0
3215,0,0
3216,0,0
3217,0,0
3218,0,0
3219,0,0
3220,0,0
3221,0,0
3222,0,0
3223,0,0
3224,0,1
3225,1,2
3226,1,1
3227,1,1
3228,0,0
3229,0,0
3230,0,0
3231,0,0
3232,0,0
3233,0,0
3234,1,1
3235,0,0
3236,0,0
3237,0,0
3238,2,2
3239,0,0
3240,1,0
3241,0,0
3242,0,0
3243,0,0
3244,0,0
3245,1,1
3246,0,0
3247,0,0
3248,0,0
3249,0,0
3250,0,0
3251,0,0
3252,1,2
3253,1,2
3254,0,0
3255,0,0
3256,0,0
3257,0,0
3258,0,0
3259,0,0
3260,0,1
3261,0,0
3262,1,2
3263,0,0
3264,1,1
3265,0,0
3266,0,0
3267,1,1
3268,0,1
3269,0,0
3270,0,0
3271,0,0
3272,0,0
3273,0,0
3274,0,1
3275,1,1
3276,1,0
3277,0,0
3278,0,0
3279,0,0
3280,0,0
3281,0,0
3282,0,0
3283,1,1
3284,0,0
3285,0,0
3286,0,0
3287,2,1
3288,1,1
3289,0,0
3290,0,0
3291,0,0
3292,0,0
3293,0,0
3294,0,0
3295,0,0
3296,0,0
3297,0,0
3298,0,1
3299,0,0
3300,0,0
3301,1,0
3302,0,0
3303,0,0
3304,1,1
3305,0,0
3306,0,0
3307,1,1
3308,0,0
3309,0,0
3310,2,2
3311,0,0
3312,0,0
3313,1,2
3314,0,0
3315,1,0
3316,0,0
3317,0,0
3318,0,0
3319,0,0
3320,0,0
3321,0,0
3322,1,2
3323,0,1
3324,0,0
3325,0,0
3326,1,2
3327,0,0
3328,0,0
3329,0,0
3330,0,0
3331,0,0
3332,1,0
3333,0,1
3334,1,1
3335,0,0
3336,2,2
3337,0,0
3338,1,1
3339,0,0
3340,0,0
3341,1,0
3342,0,0
3343,0,0
3344,0,0
3345,0,0
3346,0,0
3347,0,0
3348,2,2
3349,0,0
3350,0,1
3351,0,0
3352,0,0
3353,0,0
3354,0,0
3355,0,0
3356,0,1
3357,0,0
3358,0,1
3359,2,1
3360,0,0
3361,0,0
3362,0,0
3363,0,0
3364,0,1
3365,0,0
3366,0,0
3367,0,0
3368,0,0
3369,0,1
3370,0,0
3371,0,0
3372,0,0
3373,0,1
3374,0,0
3375,0,0
3376,1,0
3377,0,0
3378,0,0
3379,2,2
3380,1,1
3381,0,0
3382,0,1
3383,0,0
3384,0,0
3385,0,0
3386,0,0
3387,0,1
3388,0,1
3389,0,0
3390,1,2
3391,1,2
3392,0,0
3393,0,0
3394,0,0
3395,0,1
3396,1,1
3397,0,1
3398,0,0
3399,0,0
3400,0,0
3401,0,0
3402,0,0
3403,0,1
3404,0,0
3405,0,0
3406,0,0
3407,1,1
3408,0,0
3409,0,0
3410,0,0
3411,1,1
3412,1,1
3413,2,2
3414,2,2
3415,0,0
3416,0,0
3417,0,0
3418,0,0
3419,1,0
3420,0,0
3421,0,0
3422,0,1
3423,0,0
3424,0,0
3425,1,2
3426,1,1
3427,0,1
3428,1,1
3429,0,0
3430,0,0
3431,0,0
3432,0,0
3433,1,1
3434,0,0
3435,0,0
3436,0,0
3437,0,0
3438,0,0
3439,0,0
3440,0,0
3441,0,0
3442,2,2
3443,0,0
3444,0,0
3445,0,0
3446,0,0
3447,0,0
3448,0,1
3449,0,1
3450,0,1
3451,2,2
3452,0,0
3453,0,0
3454,0,0
3455,0,0
3456,0,0
3457,0,0
3458,0,0
3459,0,1
3460,0,0
3461,0,1
3462,0,1
3463,0,1
3464,1,0
3465,0,0
3466,0,0
3467,0,0
3468,0,0
3469,0,1
3470,0,1
3471,0,0
3472,0,0
3473,0,0
3474,0,0
3475,1,0
3476,1,0
3477,0,0
3478,0,1
3479,1,1
3480,1,1
3481,0,0
3482,0,0
3483,0,0
3484,0,0
3485,0,0
3486,0,1
3487,0,0
3488,0,0
3489,1,0
3490,0,0
3491,0,0
3492,0,0
3493,0,0
3494,0,0
3495,0,0
3496,2,1
3497,1,1
3498,1,1
3499,0,1
3500,0,0
3501,0,0
3502,0,1
3503,0,0
3504,0,0
3505,0,0
3506,0,0
3507,0,0
3508,0,0
3509,1,1
3510,1,1
3511,0,0
3512,0,0
3513,0,0
3514,0,0
3515,0,0
3516,0,0
3517,0,0
3518,0,0
3519,1,1
3520,0,0
3521,1,1
3522,1,1
3523,0,0
3524,1,0
3525,0,0
3526,0,0
3527,0,0
3528,0,2
3529,1,0
3530,0,0
3531,0,0
3532,1,1
3533,2,2
3534,0,0
3535,0,0
3536,1,1
3537,0,0
3538,0,1
3539,0,0
3540,0,1
3541,0,0
3542,1,1
3543,0,0
3544,0,0
3545,0,0
3546,0,0
3547,0,0
3548,1,1
3549,1,1
3550,0,0
3551,1,1
3552,0,0
3553,0,0
3554,1,0
3555,0,0
3556,0,0
3557,0,0
3558,0,0
3559,0,0
3560,0,0
3561,1,1
3562,0,0
3563,0,0
3564,0,0
3565,0,1
3566,0,0
3567,0,0
3568,0,1
3569,0,2
3570,0,0
3571,0,0
3572,0,0
3573,0,0
3574,0,0
3575,0,0
3576,0,0
3577,0,0
3578,0,0
3579,0,0
3580,1,0
3581,0,0
3582,0,2
3583,0,0
3584,1,0
3585,0,0
3586,1,1
3587,0,0
3588,0,0
3589,0,0
3590,0,0
3591,1,1
3592,1,0
3593,0,0
3594,0,0
3595,1,0
3596,0,0
3597,0,0
3598,0,0
3599,1,0
3600,2,2
3601,0,0
3602,0,0
3603,0,0
3604,0,0
3605,0,0
3606,0,0
3607,0,0
3608,0,0
3609,0,0
3610,0,0
3611,0,0
3612,1,1
3613,1,1
3614,0,0
3615,1,1
3616,1,1
3617,1,1
3618,0,0
3619,0,0
3620,0,1
3621,0,0
3622,0,1
3623,0,0
3624,1,1
3625,1,0
3626,0,0
3627,0,0
3628,0,0
3629,1,2
3630,0,0
3631,0,0
3632,0,0
3633,0,0
3634,1,1
3635,0,0
3636,0,0
3637,0,0
3638,0,0
3639,1,0
3640,0,0
3641,0,0
3642,1,0
3643,1,0
3644,0,0
3645,0,0
3646,0,0
3647,0,0
3648,0,0
3649,0,0
3650,0,0
3651,0,0
3652,0,0
3653,1,2
3654,1,2
3655,0,0
3656,0,1
3657,0,0
3658,0,0
3659,0,0
3660,0,0
3661,0,0
3662,1,1
3663,0,0
3664,0,0
3665,0,0
3666,0,0
3667,0,0
3668,0,0
3669,0,1
3670,0,0
3671,0,0
3672,0,0
3673,0,1
3674,0,0
3675,1,1
3676,2,1
3677,0,0
3678,1,1
3679,1,1
3680,1,0
3681,0,0
3682,1,0
3683,0,0
3684,2,1
3685,0,0
3686,0,0
3687,0,0
3688,0,2
3689,1,1
3690,0,0
3691,0,0
3692,0,0
3693,0,0
3694,2,2
3695,0,0
3696,0,0
3697,1,0
3698,0,1
3699,0,0
3700,0,0
3701,0,0
3702,0,0
3703,1,0
3704,0,0
3705,0,0
3706,1,0
3707,0,0
3708,0,1
3709,0,0
3710,1,1
3711,1,1
3712,2,2
3713,0,0
3714,0,0
3715,1,0
3716,0,0
3717,0,0
3718,0,0
3719,0,0
3720,0,0
3721,0,0
3722,1,1
3723,0,0
3724,0,1
3725,0,0
3726,0,0
3727,0,0
3728,2,2
3729,0,0
3730,0,1
3731,0,1
3732,0,0
3733,0,0
3734,0,0
3735,0,0
3736,0,0
3737,2,2
3738,1,0
3739,1,1
3740,0,0
3741,1,0
3742,0,0
3743,0,0
3744,0,0
3745,1,0
3746,0,0
3747,0,0
3748,0,0
3749,0,0
3750,0,0
3751,0,0
3752,1,0
3753,0,0
3754,0,0
3755,1,2
3756,1,2
3757,0,0
3758,0,0
3759,0,0
3760,0,0
3761,0,0
3762,0,0
3763,0,0
3764,0,0
3765,0,0
3766,0,0
3767,1,1
3768,0,0
3769,0,0
3770,0,0
3771,1,0
3772,0,0
3773,1,0
3774,0,0
3775,1,1
3776,0,0
3777,0,0
3778,0,0
3779,0,0
3780,0,0
3781,2,2
3782,0,0
3783,2,1
3784,0,0
3785,2,2
3786,0,0
3787,1,1
3788,0,0
3789,0,0
3790,0,0
3791,0,1
3792,0,0
3793,0,0
3794,0,0
3795,0,0
3796,0,0
3797,0,0
3798,0,0
3799,0,0
3800,1,1
3801,0,0
3802,0,0
3803,0,0
3804,0,0
3805,0,0
3806,0,0
3807,0,0
3808,0,0
3809,1,0
3810,0,0
3811,0,0
3812,0,0
3813,0,0
3814,0,0
3815,0,0
3816,1,1
3817,0,0
3818,0,0
3819,0,0
3820,0,0
3821,2,1
3822,1,0
3823,0,0
3824,0,0
3825,1,0
3826,2,1
3827,0,0
3828,0,0
3829,0,0
3830,0,0
3831,1,1
3832,0,0
3833,0,1
3834,0,0
3835,0,0
3836,0,0
3837,0,0
3838,0,0
3839,0,0
3840,0,0
3841,0,0
3842,0,0
3843,0,0
3844,0,0
3845,0,0
3846,0,0
3847,0,0
3848,0,0
3849,1,1
3850,0,0
3851,0,0
3852,0,0
3853,0,0
3854,0,0
3855,0,0
3856,1,0
3857,0,0
3858,2,1
3859,0,0
3860,0,0
3861,0,1
3862,0,0
3863,1,1
3864,0,0
3865,1,1
3866,0,0
3867,0,0
3868,1,1
3869,0,0
3870,0,0
3871,0,0
3872,0,0
3873,0,0
3874,0,0
3875,0,0
3876,1,0
3877,0,0
3878,0,0
3879,1,1
3880,0,0
3881,0,0
3882,0,1
3883,0,0
3884,0,0
3885,0,0
3886,0,0
3887,0,2
3888,0,1
3889,0,0
3890,0,0
3891,0,0
3892,0,0
3893,0,0
3894,0,0
3895,0,0
3896,0,0
3897,0,0
3898,0,0
3899,0,0
3900,2,2
3901,0,0
3902,0,0
3903,0,0
3904,1,1
3905,0,0
3906,0,0
3907,2,2
3908,1,1
3909,0,0
3910,0,0
3911,0,0
3912,0,0
3913,0,2
3914,1,2
3915,0,0
3916,0,0
3917,0,0
3918,0,1
3919,0,0
3920,0,0
3921,0,0
3922,0,0
3923,0,0
3924,0,0
3925,0,0
3926,1,2
3927,0,0
3928,1,0
3929,0,0
3930,0,0
3931,0,0
3932,0,0
3933,2,1
3934,0,0
3935,0,0
3936,0,0
3937,0,0
